BR50041,True
BR50042,True
BR50043,True
BR50044,False
BR50045,True
BR50046,False
BR50047,True
BR50048,False
BR50049,False
BR50050,True
BR50051,True
BR50052,True
BR50053,False
BR50054,True
BR50055,True
BR50056,False
BR50057,True
BR50058,True
BR50059,True
BR50060,True
BR50061,False
BR50062,False
BR50063,False
BR50064,False
BR50065,True
BR50066,False
BR50067,False
BR50068,False
BR50069,True
BR50070,False
BR50071,False
BR50072,False
BR50073,True
BR50074,False
BR50075,False
BR50076,False
BR50077,True
BR50078,True
BR50079,False
BR50080,True
BR50081,False
BR50082,True
BR50083,True
BR50084,False
BR50085,False
BR50086,False
BR50087,False
BR50088,False
BR50089,False
BR50090,True
BR50091,False
BR50092,True
BR50093,False
BR50094,False
BR50095,False
BR50096,False
BR50097,False
BR50098,True
BR50099,False
BR50100,False
BR50101,True
BR50102,True
BR50103,False
BR50104,False
BR50105,False
BR50106,False
BR50107,False
BR50108,False
BR50109,False
BR50110,True
BR50111,False
BR50112,False
BR50113,True
BR50114,False
BR50115,False
BR50116,False
BR50117,False
BR50118,False
BR50119,False
BR50120,True
BR50121,True
BR50122,True
BR50123,False
BR50124,True
BR50125,False
BR50126,False
BR50127,False
BR50128,False
BR50129,True
BR50130,False
BR50131,False
BR50132,False
BR50133,True
BR50134,False
BR50135,False
BR50136,False
BR50137,False
BR50138,False
BR50139,False
BR50140,False
BR50141,False
BR50142,False
BR50143,True
BR50144,False
BR50145,True
BR50146,True
BR50147,False
BR50148,False
BR50149,False
BR50150,False
BR50151,False
BR50152,True
BR50153,True
BR50154,True
BR50155,True
BR50156,False
BR50157,False
BR50158,True
BR50159,True
BR50160,False
BR50161,True
BR50162,False
BR50163,True
BR50164,False
BR50165,False
BR50166,False
BR50167,True
BR50168,True
BR50169,True
BR50170,False
BR50171,False
BR50172,False
BR50173,False
BR50174,False
BR50175,True
BR50176,False
BR50177,False
BR50178,True
BR50179,True
BR50180,False
BR50181,True
BR50182,False
BR50183,False
BR50184,False
BR50185,False
BR50186,True
BR50187,False
BR50188,False
BR50189,False
BR50190,False
BR50191,True
BR50192,True
BR50193,True
BR50194,True
BR50195,False
BR50196,True
BR50197,False
BR50198,True
BR50199,True
BR50200,False
BR50201,True
BR50202,True
BR50203,False
BR50204,False
BR50205,True
BR50206,True
BR50207,False
BR50208,False
BR50209,False
BR50210,True
BR50211,False
BR50212,False
BR50213,False
BR50214,False
BR50215,False
BR50216,False
BR50217,False
BR50218,True
BR50219,False
BR50220,False
BR50221,False
BR50222,True
BR50223,False
BR50224,False
BR50225,False
BR50226,True
BR50227,True
BR50228,True
BR50229,True
BR50230,True
BR50231,True
BR50232,False
BR50233,True
BR50234,False
BR50235,False
BR50236,False
BR50237,True
BR50238,False
BR50239,True
BR50240,False
BR50241,True
BR50242,True
BR50243,False
BR50244,False
BR50245,False
BR50246,False
BR50247,False
BR50248,True
BR50249,False
BR50250,False
BR50251,True
BR50252,True
BR50253,True
BR50254,False
BR50255,True
BR50256,False
BR50257,False
BR50258,False
BR50259,False
BR50260,True
BR50261,False
BR50262,True
BR50263,False
BR50264,False
BR50265,True
BR50266,False
BR50267,False
BR50268,False
BR50269,False
BR50270,False
BR50271,False
BR50272,False
BR50273,False
BR50274,False
BR50275,False
BR50276,True
